VF_number,CDS_number,Plk1_rpkm,Plk2_rpkm,Plk3_rpkm,Plk_rpkm_mean,Plk_rpkm_std,Swt1_rpkm,Swt2_rpkm,Swt3_rpkm,Swt_rpkm_mean,Swt_rpkm_std,Vnt1_rpkm,Vnt2_rpkm,Vnt3_rpkm,Vnt_rpkm_mean,Vnt_rpkm_std,Plk-vs-Swt_log2fc,Plk-vs-Swt_padj,Vnt-vs-Plk_log2fc,Vnt-vs-Plk_padj,Vnt-vs-Swt_log2fc,Vnt-vs-Swt_padj,Description,KO_number,Pathways
VF_2263,c1cds2282,210.665368931,248.149247751,278.183109653,245.665908778,33.827304909,118.506974934,172.315039015,120.582236713,137.13475022,30.4846882488,219.384786206,291.534045822,237.266166332,249.394999453,37.5727342689,1.012043,0.0311603030092,-0.714048,0.190435949679,0.297996,0.554654774098,acetolactate synthase 3 catalytic subunit,K01652,"[('PATH:ko00650', ('Metabolism', 'Carbohydrate Metabolism', 'Butanoate metabolism')), ('PATH:ko00660', ('Metabolism', 'Carbohydrate Metabolism', 'C5-Branched dibasic acid metabolism')), ('PATH:ko00290', ('Metabolism', 'Amino Acid Metabolism', 'Valine, leucine and isoleucine biosynthesis')), ('PATH:ko00770', ('Metabolism', 'Metabolism of Cofactors and Vitamins', 'Pantothenate and CoA biosynthesis'))]"
VF_2264,c1cds2283,56.4368167892,95.2439255033,112.679848887,88.1201970598,28.790281261,180.776989086,174.277378943,229.014859328,194.689742452,29.9035360684,78.6353337404,93.2979463974,97.4714374796,89.8015725391,9.89283445912,-0.893525,0.0990265468181,-0.704847,0.259680120473,-1.598372,0.00130621351163,long-chain-fatty-acid--CoA ligase,K01897,"[('PATH:ko00071', ('Metabolism', 'Lipid Metabolism', 'Fatty acid metabolism')), ('BR:ko01004', ('Metabolism', 'Lipid Metabolism', 'Lipid biosynthesis proteins')), ('PATH:ko04146', ('Cellular Processes', 'Transport and Catabolism', 'Peroxisome')), ('PATH:ko04920', ('Organismal Systems', 'Endocrine System', 'Adipocytokine signaling pathway')), ('PATH:ko03320', ('Organismal Systems', 'Endocrine System', 'PPAR signaling pathway'))]"
VF_2265,c1cds2284,33.8949546988,48.7807845651,59.09178565,47.255841638,12.6674449158,62.1283377603,73.255005163,71.3379703341,68.9071044191,5.94832024146,29.9858826001,51.5973970413,42.7242060277,41.4358285564,10.8632097693,-0.321037,0.613796575384,-0.872382,0.156865742969,-1.193419,0.0218449985766,leucine transcriptional activator,K05798,"[('BR:ko03000', ('Genetic Information Processing', 'Transcription', 'Transcription factors'))]"
VF_2266,c1cds2285,29.3401683843,23.0714643145,25.7954929009,26.0690418666,3.14329197755,39.6074881903,54.0122564038,48.1864295407,47.2687247116,7.24610056764,44.5066278104,39.7088365437,37.882679749,40.6993813677,3.42126530191,-0.675932,0.0661721745771,-0.116395,0.830750923995,-0.792327,0.0251143287675,bifunctional aspartate kinase II%2Fhomoserine dehydrogenase II,K12525,"[('PATH:ko00260', ('Metabolism', 'Amino Acid Metabolism', 'Glycine, serine and threonine metabolism')), ('PATH:ko00270', ('Metabolism', 'Amino Acid Metabolism', 'Cysteine and methionine metabolism')), ('PATH:ko00300', ('Metabolism', 'Amino Acid Metabolism', 'Lysine biosynthesis'))]"
VF_2267,c1cds2286,23.724872886,20.4967024488,21.9652347574,22.0622700307,1.61627131881,44.9457280956,53.2808586199,52.7616578602,50.3294148586,4.66963111268,91.2562256705,81.8517901448,64.7934059747,79.30047393,13.4146232666,-0.997091,0.00127043857856,1.04521,0.00183489726137,0.048119,0.891961183455,cystathionine gamma-synthase,K01739,"[('PATH:ko00920', ('Metabolism', 'Energy Metabolism', 'Sulfur metabolism')), ('PATH:ko00270', ('Metabolism', 'Amino Acid Metabolism', 'Cysteine and methionine metabolism')), ('PATH:ko00450', ('Metabolism', 'Metabolism of Other Amino Acids', 'Selenocompound metabolism'))]"
VF_2268,c1cds2287,33.2480192728,34.493719498,33.7214031602,33.8210473103,0.628799634401,63.3047861833,26.9713467449,24.7884965095,38.3548764792,21.6348030836,13.9689805355,142.362370563,156.84741189,104.392920996,78.6436320491,0.027821,0.982552961946,0.987382,0.342676965904,1.015203,0.247128220989,transcriptional repressor protein MetJ,K03764,"[('BR:ko03000', ('Genetic Information Processing', 'Transcription', 'Transcription factors'))]"
VF_2269,c1cds2288,13.0181886562,1.88343714628,2.66526138087,5.85562906112,6.21526405299,13.0013194219,7.5746301882,7.25995298973,9.27863419995,3.22777700303,64.1418188919,5.45589550564,2.94195947297,24.1798912902,34.6308635733,-0.510009,0.662494527046,0.826909,0.509568152249,0.316901,0.77132571526,glycosidase,,
VF_2270,c1cds2289,139.950053998,5.5237703417,6.25778263252,50.5772023241,77.400030076,60.2930811825,92.5392739547,153.287552055,102.039969064,47.2195966615,0.0,35.6771122248,18.2929738822,17.9900287023,17.8404853076,-0.826648,0.559866958896,-1.520509,0.293545335031,-2.347157,0.0467657709838,hypothetical protein,,
VF_2271,c1cds2290,31.5079860581,23.6233119861,18.2257633376,24.452353794,6.67980859292,32.2222980721,37.8327329538,44.8468209798,38.3006173353,6.32525347378,64.9861268391,26.3005038695,19.9730320599,37.0865542561,24.367987968,-0.474983,0.296122463981,-0.3559,0.522288116056,-0.830882,0.0465331975331,maltose operon periplasmic protein,K05775,"[(None, ('Unclassified', 'Poorly Characterized', 'Function unknown'))]"
VF_2272,c1cds2291,155.625765053,184.801072953,208.362583538,182.929807182,26.4181610386,289.717504885,91.0263305681,81.5202736345,154.088036362,117.554692923,171.564937022,189.695832651,179.997349021,180.419372898,9.07281225406,0.464637,0.512342453413,-0.749153,0.30684283333,-0.284516,0.671330135853,bifunctional malic enzyme oxidoreductase%2F phosphotransacetylase,K00029,"[('PATH:ko00620', ('Metabolism', 'Carbohydrate Metabolism', 'Pyruvate metabolism')), ('PATH:ko00710', ('Metabolism', 'Energy Metabolism', 'Carbon fixation in photosynthetic organisms'))]"
VF_2273,c1cds2292,1560.17502072,3024.572846,2627.21193495,2403.98660056,757.28951538,5348.5882274,3089.83031761,2824.52224334,3754.31359612,1387.0402999,1494.6809173,3116.4623209,3019.32052047,2543.48791956,909.591242446,-0.388873,0.602875960361,-0.588465,0.464568962616,-0.977337,0.119633690415,50S ribosomal protein L31,K02909,"[('PATH:ko03010', ('Genetic Information Processing', 'Translation', 'Ribosome')), ('BR:ko03011', ('Genetic Information Processing', 'Translation', 'Ribosome'))]"
VF_2274,c1cds2293,14.9039993179,14.2366432716,15.8140798142,14.9849074679,0.79182454368,29.8241936552,24.1501753276,28.6663975153,27.546922166,2.99808935637,14.6835184965,21.6838226655,20.7073612422,19.0249008014,3.79131500483,-0.666918,0.160164522711,-0.330305,0.591823935165,-0.997224,0.0246984027726,primosome assembly protein PriA,K04066,"[('PATH:ko03440', ('Genetic Information Processing', 'Replication and Repair', 'Homologous recombination')), ('BR:ko03400', ('Genetic Information Processing', 'Replication and Repair', 'DNA repair and recombination proteins'))]"
VF_2275,c1cds2294,15.498246389,18.1035510776,19.5534578799,17.7184184488,2.0548553271,195.381710987,182.140754363,195.093477418,190.871980923,7.5628372704,93.4175573311,57.1196278572,51.3156333619,67.2842728501,22.817383863,-3.189465,2.01442616034e-29,1.045411,0.00200550064546,-2.144055,2.65036217049e-13,DNA-binding transcriptional regulator CytR,K05499,"[('BR:ko03000', ('Genetic Information Processing', 'Transcription', 'Transcription factors'))]"
VF_2276,c1cds2295,33.5989705874,60.3778306467,86.7376000635,60.2381337659,26.569590175,130.292421398,127.85562596,97.8850510978,118.677699485,18.0481346191,242.885649061,130.055991635,106.422972493,159.788204396,72.9281761792,-0.725243,0.17991008078,0.458273,0.489669343074,-0.26697,0.635008539568,cell division protein FtsN,,
VF_2277,c1cds2296,94.0810155398,105.200330727,101.597348159,100.292898142,5.67326933476,287.457474997,260.554500279,323.570804094,290.527593124,31.6201337067,84.749948919,125.007502694,137.02460895,115.594020187,27.3791939254,-1.302475,0.00616937048488,-0.463366,0.461020519137,-1.765841,0.000119693616788,ATP-dependent protease peptidase subunit,K01419,"[('BR:ko01002', ('Metabolism', 'Enzyme Families', 'Peptidases'))]"
VF_2278,c1cds2297,185.842405203,123.225075626,153.529328939,154.198936589,31.3140347393,466.891249794,525.501381543,514.8633061,502.418645813,31.2240142065,131.834215739,101.580659072,135.577240844,122.997371885,18.6415999858,-1.508562,4.72761734298e-05,-1.04245,0.0130455816744,-2.551012,1.14824550034e-12,ATP-dependent protease ATP-binding subunit HslU,K03667,"[('BR:ko03110', ('Genetic Information Processing', 'Folding, Sorting and Degradation', 'Chaperones and folding catalysts'))]"
VF_2279,c1cds2298,280.070987183,231.956798209,240.720128652,250.915971348,25.6263575517,149.69830362,179.439673664,145.482680485,158.206885923,18.508547378,135.628453607,208.969458017,191.011229073,178.536380232,38.2288127227,0.822512,0.0813114505799,-1.146373,0.0201115471284,-0.32386,0.512563093684,hypothetical protein,K07397,"[(None, ('Unclassified', 'Genetic Information Processing', 'Protein folding and associated processing'))]"
VF_2280,c1cds2299,234.334707167,380.254566878,474.801437818,363.130237288,121.144517563,1915.87285032,1985.46297872,2373.72371276,2091.68651393,246.717313201,543.681328923,851.984482738,767.229476076,720.965095912,159.27336035,-2.22928,1.44235260159e-05,0.242391,0.762468037151,-1.986889,0.000115848190621,cAMP-regulatory protein,K10914,"[('BR:ko03000', ('Genetic Information Processing', 'Transcription', 'Transcription factors')), ('PATH:ko02020', ('Environmental Information Processing', 'Signal Transduction', 'Two-component system')), ('PATH:ko05111', ('Human Diseases', 'Infectious Diseases', 'Vibrio cholerae pathogenic cycle'))]"
VF_2281,c1cds2300,1784.50856475,549.390094441,454.023015723,929.307224971,742.159496735,118.18111271,145.468239226,61.4834891862,108.377613707,42.8420471539,283.425343752,343.025336746,300.243662316,308.898114271,30.7280725916,3.06055,1.71664074125e-07,-2.150824,0.000938074471806,0.909725,0.155513283181,hypothetical protein,,
VF_2282,c1cds2301,474.069653305,152.335761726,178.956093231,268.453836087,178.565278623,94.9059960297,90.6195544094,47.8185302057,77.781360215,26.0369311184,105.335023493,76.1514215106,74.0426874375,85.1763774803,17.4897097357,1.852261,0.000247668119648,-2.324907,1.16187257571e-05,-0.472646,0.400599592697,succinylglutamic semialdehyde dehydrogenase,K06447,"[('PATH:ko00330', ('Metabolism', 'Amino Acid Metabolism', 'Arginine and proline metabolism'))]"
VF_2283,c1cds2302,142.153488185,100.566176309,103.385344825,115.36833644,23.2394103473,76.398540327,103.653197646,60.3573252558,80.1363544096,21.8886176377,768.283627844,200.501669081,130.360857628,366.382051518,349.819369316,0.66517,0.27279288045,0.613121,0.370473267256,1.278291,0.0175435317178,arginine succinyltransferase,K00673,"[('PATH:ko00330', ('Metabolism', 'Amino Acid Metabolism', 'Arginine and proline metabolism'))]"
VF_2284,c1cds2303,420.233785768,499.731155402,382.627473933,434.197471701,59.7875944241,200.581559819,391.916976775,194.600627272,262.366387955,112.233948456,1139.4635388,1276.35666365,897.057090455,1104.29243097,192.080182937,0.88156,0.0755230755258,0.546126,0.356876528441,1.427686,0.00189828042066,bifunctional N-succinyldiaminopimelate-aminotransferase%2Facetylornithine transaminase protein,K00821,"[('PATH:ko00300', ('Metabolism', 'Amino Acid Metabolism', 'Lysine biosynthesis')), ('PATH:ko00330', ('Metabolism', 'Amino Acid Metabolism', 'Arginine and proline metabolism')), ('BR:ko01007', ('Metabolism', 'Amino Acid Metabolism', 'Amino acid related enzymes'))]"
VF_2285,c1cds2304,1.60285562613,1.33264537065,1.52241740145,1.48597279941,0.138742755865,19.3236846871,11.2374259259,6.54421200721,12.3684408734,6.46437364347,89.061298181,6.83837877341,5.87117453644,33.9236171636,47.7530812827,-2.57916,0.00307743586541,2.940836,0.00159479258134,0.361676,0.717160415584,para-aminobenzoate synthase component II,K01664,"[('PATH:ko00790', ('Metabolism', 'Metabolism of Cofactors and Vitamins', 'Folate biosynthesis'))]"
VF_2286,c1cds2305,69.6065403986,97.4934262974,116.698548182,94.5995049595,23.6790072598,358.861574348,290.837767611,312.21875657,320.639366177,34.7849043462,61.7272355226,241.380650155,175.169579307,159.425821662,90.8555819743,-1.465719,0.0279657757688,0.08494,0.935995383092,-1.380779,0.0342919723582,tryptophanyl-tRNA synthetase,K01867,"[('PATH:ko00380', ('Metabolism', 'Amino Acid Metabolism', 'Tryptophan metabolism')), ('BR:ko01007', ('Metabolism', 'Amino Acid Metabolism', 'Amino acid related enzymes')), ('PATH:ko00970', ('Genetic Information Processing', 'Translation', 'Aminoacyl-tRNA biosynthesis'))]"
VF_2287,c1cds2306,15.5278591578,40.2721924049,51.4454219937,35.7484911855,18.3811244095,135.891661139,164.242023173,125.749329933,141.961004748,19.9511793407,47.5282309229,134.10320713,104.502174175,95.3778707429,44.0027989016,-1.655023,0.0177715323936,0.671734,0.457651887496,-0.983289,0.168103379612,phosphoglycolate phosphatase,K01091,"[('PATH:ko00630', ('Metabolism', 'Carbohydrate Metabolism', 'Glyoxylate and dicarboxylate metabolism'))]"
VF_2288,c1cds2307,30.3419624389,68.9092641514,89.2400662572,62.8304309492,29.9158957441,297.460655169,348.80410288,285.858998781,310.707918943,33.4983436998,180.221482285,258.413558936,209.905372625,216.180137949,39.4718852181,-1.992193,0.000410208221298,0.968822,0.15528143957,-1.023371,0.0823675614374,ribulose-phosphate 3-epimerase,K01783,"[('PATH:ko00030', ('Metabolism', 'Carbohydrate Metabolism', 'Pentose phosphate pathway')), ('PATH:ko00040', ('Metabolism', 'Carbohydrate Metabolism', 'Pentose and glucuronate interconversions')), ('PATH:ko00710', ('Metabolism', 'Energy Metabolism', 'Carbon fixation in photosynthetic organisms'))]"
VF_2289,c1cds2308,18.7372729692,19.4525330665,17.4810891111,18.5569650489,0.998013540461,51.8989011144,31.9501729671,35.7935321354,39.880868739,10.5838404682,149.737889729,60.9477708639,43.4503578314,84.7120061416,56.9895956995,-0.887007,0.0341333822323,1.189409,0.0070742524357,0.302402,0.49998894904,DNA adenine methylase,K06223,"[('BR:ko03032', ('Genetic Information Processing', 'Replication and Repair', 'DNA replication proteins')), ('PATH:ko03430', ('Genetic Information Processing', 'Replication and Repair', 'Mismatch repair')), ('BR:ko03400', ('Genetic Information Processing', 'Replication and Repair', 'DNA repair and recombination proteins'))]"
VF_2290,c1cds2309,70.1317699696,68.6796367993,76.3023614071,71.704589392,4.04744404693,141.558767451,89.8970882791,99.2027822911,110.219546007,27.5365046039,221.406966588,83.7869666937,75.5384266318,126.910786638,81.939951319,-0.409358,0.348717938005,-0.128219,0.82772907956,-0.537577,0.178978381463,hypothetical protein,K03112,"[(None, ('Unclassified', 'Poorly Characterized', 'Function unknown'))]"
VF_2291,c1cds2310,89.0556300154,97.4244532331,108.853431362,98.4445048703,9.93823996236,261.855924118,148.2115919,134.827894074,181.631803364,69.7976575891,171.908893381,96.9555264109,90.4417040347,119.768707942,45.2720297056,-0.657357,0.115024687352,-0.581771,0.220782803249,-1.239128,0.00118853782518,3-dehydroquinate synthase,K01735,"[('PATH:ko00400', ('Metabolism', 'Amino Acid Metabolism', 'Phenylalanine, tyrosine and tryptophan biosynthesis'))]"
VF_2292,c1cds2311,250.938011927,290.354154285,425.284221061,322.192129091,91.4297142055,498.681569728,256.79707894,269.398350588,341.625666419,136.160256996,215.994352211,332.812629365,298.641085532,282.482689036,60.0620329518,0.139488,0.847989597818,-0.885076,0.166516138174,-0.745588,0.185891113035,shikimate kinase I,K00891,"[('PATH:ko00400', ('Metabolism', 'Amino Acid Metabolism', 'Phenylalanine, tyrosine and tryptophan biosynthesis'))]"
VF_2293,c1cds2312,6.7506584818,3.90433091825,4.35447935725,5.00315625243,1.53002661268,6.77976311637,9.81028589072,9.96561135506,8.85188678738,1.79619149339,48.711728008,10.3758420068,10.6111728931,23.2329143027,22.0656136563,-0.645418,0.301791692242,1.134943,0.0747447480653,0.489525,0.417786548926,pili ecretion protein PilQ,K02666,"[('BR:ko02044', ('Environmental Information Processing', 'Membrane Transport', 'Secretion system')), ('BR:ko02035', ('Cellular Processes', 'Cell Motility', 'Bacterial motility proteins'))]"
VF_2294,c1cds2313,6.55657513347,3.64243562724,3.19302849679,4.46401308583,1.82608971155,4.79058592756,5.15616182123,6.57069147776,5.50581307551,0.940152084601,28.0792657874,3.17872616394,2.47834925753,11.2454470696,14.5827199596,-0.1359,0.898473380025,0.020379,0.987889540843,-0.115521,0.898418849832,pili assembly protein PilP,K02665,"[('BR:ko02044', ('Environmental Information Processing', 'Membrane Transport', 'Secretion system')), ('BR:ko02035', ('Cellular Processes', 'Cell Motility', 'Bacterial motility proteins'))]"
VF_2295,c1cds2314,3.47285385661,1.39927763918,0.791657048757,1.88792951485,1.40580566662,2.06449622725,3.89684931303,6.21700140685,4.05944898237,2.08102229829,118.103025849,1.99452714224,3.64964903616,41.2490673424,66.5626251037,-0.822133,0.531061850937,2.724984,0.0226960897585,1.902851,0.0870314177803,pili assembly protein PilO,K02664,"[('BR:ko02044', ('Environmental Information Processing', 'Membrane Transport', 'Secretion system')), ('BR:ko02035', ('Cellular Processes', 'Cell Motility', 'Bacterial motility proteins'))]"
VF_2296,c1cds2315,3.00076057696,1.08867960438,1.36808133049,1.81917383728,1.0327762336,1.43356870299,2.22101710569,4.00962830918,2.55473803928,1.32005606692,17.793820444,1.74577659162,3.40281286947,7.64746996837,8.82597095438,-0.291139,0.800538187605,0.805096,0.49526525173,0.513958,0.6075759709,pili assembly protein PilN,K02663,"[('BR:ko02044', ('Environmental Information Processing', 'Membrane Transport', 'Secretion system')), ('BR:ko02035', ('Cellular Processes', 'Cell Motility', 'Bacterial motility proteins'))]"
VF_2297,c1cds2316,3.70480402207,2.6952154128,2.67434951432,3.02478964973,0.589002127648,2.62450628171,4.60827800671,7.75214814566,4.99497747803,2.58560053606,0.0,11.0313218462,6.87694217632,5.96942134083,5.57137424417,-0.500465,0.639769526219,0.448837,0.728658718907,-0.051628,0.959276133377,pili assembly protein PilM,K02662,"[('BR:ko02044', ('Environmental Information Processing', 'Membrane Transport', 'Secretion system')), ('BR:ko02035', ('Cellular Processes', 'Cell Motility', 'Bacterial motility proteins'))]"
VF_2298,c1cds2317,89.809623471,84.755765629,96.4513015018,90.3388968673,5.86570435529,149.315073786,97.1741643762,104.09028785,116.859842004,28.3189820348,66.8389725923,94.9981203283,92.1700681558,84.6690536921,15.5059122206,-0.164945,0.782009228072,-0.781499,0.146497761786,-0.946444,0.0404891204771,bifunctional penicillin-binding protein 1a%2F murein transglycosylase%2Fmurein transpeptidase,K05366,"[('BR:ko01003', ('Metabolism', 'Glycan Biosynthesis and Metabolism', 'Glycosyltransferases')), ('PATH:ko00550', ('Metabolism', 'Glycan Biosynthesis and Metabolism', 'Peptidoglycan biosynthesis'))]"
VF_2299,c1cds2318,10.7700025071,14.7890320008,14.6129741751,13.390669561,2.27127077756,44.4136449699,28.2180223278,33.2598668246,35.2971780408,8.2877937918,70.9973435717,20.7136392596,15.7209954569,35.8106594294,30.5746411055,-1.145392,0.0266305144213,0.335683,0.643945712443,-0.809709,0.123357451753,DNA-binding transcriptional regulator OxyR,K04761,"[('BR:ko03000', ('Genetic Information Processing', 'Transcription', 'Transcription factors'))]"
VF_2300,c1cds2319,57.5701473654,84.5163145653,53.6384614576,65.2416411294,16.8077159532,369.457826977,546.812354923,344.605277461,420.291819787,110.272374885,332.151314955,183.98545524,193.078122816,236.404964337,83.043313358,-2.447076,3.58056786856e-10,0.976286,0.0355318921624,-1.47079,0.000261687512145,glutaredoxin,K00435,"[(None, ('Unclassified', 'Genetic Information Processing', 'Protein folding and associated processing'))]"
VF_2301,c1cds2320,13.8473469123,16.8048216387,20.5257980321,17.0593221944,3.34649148207,33.0165720158,64.0603330998,57.3401447159,51.4723499438,16.3325453367,0.76415179821,19.4552342251,18.2248811966,12.81475574,10.4542447678,-1.283387,0.155682179071,-0.877512,0.418788077557,-2.160899,0.00938829826463,dihydrolipoamide dehydrogenase,K00382,"[('PATH:ko00010', ('Metabolism', 'Carbohydrate Metabolism', 'Glycolysis / Gluconeogenesis')), ('PATH:ko00020', ('Metabolism', 'Carbohydrate Metabolism', 'Citrate cycle (TCA cycle)')), ('PATH:ko00620', ('Metabolism', 'Carbohydrate Metabolism', 'Pyruvate metabolism')), ('PATH:ko00260', ('Metabolism', 'Amino Acid Metabolism', 'Glycine, serine and threonine metabolism')), ('PATH:ko00280', ('Metabolism', 'Amino Acid Metabolism', 'Valine, leucine and isoleucine degradation'))]"
VF_2302,c1cds2321,17.1861742135,24.6354749935,23.5061246785,21.7759246285,4.01474964193,12.6735194905,5.47895484807,6.84776882923,8.33341438926,3.82044462673,67.5307643358,45.0536561357,35.05307233,49.2124976005,16.6334629964,1.531864,0.0052417056219,0.285701,0.71758925099,1.817565,0.000865997232147,hypothetical protein,,
VF_2303,c1cds2322,23.7581672327,60.3495385855,151.849565423,78.652423747,65.9780135841,31.7738191192,40.4100736278,39.3055843892,37.1631590454,4.69986305649,90.8765997717,40.0341487991,37.5343870754,56.1483785487,30.1014819262,1.258719,0.0806255908442,-1.383429,0.0772024675763,-0.124709,0.872739694299,bifunctional argininosuccinate lyase%2FN-acetylglutamate synthase,K14681,"[('PATH:ko00250', ('Metabolism', 'Amino Acid Metabolism', 'Alanine, aspartate and glutamate metabolism')), ('PATH:ko00330', ('Metabolism', 'Amino Acid Metabolism', 'Arginine and proline metabolism'))]"
VF_2304,c1cds2323,39.987633071,132.356425009,364.344932516,178.896330199,167.111898161,38.8190700505,48.2720750585,36.1089856333,41.0667102474,6.3854601191,53.6457259921,17.4231960827,17.9658412143,29.6782544297,20.7582124894,2.224399,0.00301336007708,-3.380948,1.16187257571e-05,-1.156549,0.138926700637,argininosuccinate synthase,K01940,"[('PATH:ko00250', ('Metabolism', 'Amino Acid Metabolism', 'Alanine, aspartate and glutamate metabolism')), ('PATH:ko00330', ('Metabolism', 'Amino Acid Metabolism', 'Arginine and proline metabolism'))]"
VF_2305,c1cds2324,15.4741415332,62.477070055,230.062817974,102.671343187,112.799644098,8.79333013759,12.6655415122,10.8882148051,10.7823621516,1.93827470204,1.43168670239,11.5883446168,10.5604537328,7.86016168401,5.5908950857,3.151069,0.000557725681127,-3.856806,6.93614163806e-05,-0.705737,0.494262416387,acetylglutamate kinase,K00930,"[('PATH:ko00300', ('Metabolism', 'Amino Acid Metabolism', 'Lysine biosynthesis')), ('PATH:ko00330', ('Metabolism', 'Amino Acid Metabolism', 'Arginine and proline metabolism'))]"
VF_2306,c1cds2325,10.3117045281,81.8819085209,315.57849475,135.924035933,159.647633727,7.23152971017,6.00420482489,6.03239602336,6.42271018614,0.700600066194,69.1568782631,15.4305805606,14.8098542199,33.1324376812,31.1996244324,4.183796,2.39490494025e-06,-2.849523,0.00412064229057,1.334273,0.167913107023,N-acetyl-gamma-glutamyl-phosphate reductase,K00145,"[('PATH:ko00300', ('Metabolism', 'Amino Acid Metabolism', 'Lysine biosynthesis')), ('PATH:ko00330', ('Metabolism', 'Amino Acid Metabolism', 'Arginine and proline metabolism'))]"
VF_2307,c1cds2326,10.7470271467,21.1393069554,36.5926479163,22.8263273395,13.0051357769,90.3708983352,79.837946685,70.9831164655,80.3973204952,9.70598762369,3.94374912216,16.5411180489,15.4338662866,11.9729111525,6.97546298097,-1.481739,0.044765100844,-1.452282,0.0787330719481,-2.93402,2.11594468121e-05,acetylornithine deacetylase,K01438,"[('PATH:ko00330', ('Metabolism', 'Amino Acid Metabolism', 'Arginine and proline metabolism'))]"
VF_2308,c1cds2327,48.9325849613,89.8588945524,113.979241956,84.2569071565,32.8831810144,185.221422613,142.097926641,173.469002166,166.929450474,22.2931217746,75.8418481411,68.4734586074,65.8601432683,70.058483339,5.17617963286,-0.73211,0.163148189383,-1.050458,0.0553609174564,-1.782569,0.000138800126007,phosphoenolpyruvate carboxylase,K01595,"[('PATH:ko00620', ('Metabolism', 'Carbohydrate Metabolism', 'Pyruvate metabolism')), ('PATH:ko00710', ('Metabolism', 'Energy Metabolism', 'Carbon fixation in photosynthetic organisms')), ('PATH:ko00720', ('Metabolism', 'Energy Metabolism', 'Carbon fixation pathways in prokaryotes')), ('PATH:ko00680', ('Metabolism', 'Energy Metabolism', 'Methane metabolism'))]"
VF_2309,c1cds2328,161.817120044,55.5240390629,92.7538973799,103.365018829,53.9351619068,25.037596475,33.0310639405,26.8821195255,28.316926647,4.1854371501,114.878347529,97.1648529011,75.3217227052,95.7883077117,19.8142070079,1.954824,6.38180317894e-06,-0.852999,0.101637545615,1.101825,0.0147664584623,5%2C10-methylenetetrahydrofolate reductase,K00297,"[('PATH:ko00720', ('Metabolism', 'Energy Metabolism', 'Carbon fixation pathways in prokaryotes')), ('PATH:ko00680', ('Metabolism', 'Energy Metabolism', 'Methane metabolism')), ('PATH:ko00670', ('Metabolism', 'Metabolism of Cofactors and Vitamins', 'One carbon pool by folate'))]"
VF_2310,c1cds2329,1972.74365072,3017.81986335,3251.05375053,2747.20575487,680.766608025,4421.81399299,4956.69384765,3362.19362609,4246.90048891,811.513271344,722.429110028,1347.30308459,1236.24191548,1101.99137003,333.368081458,-0.3995,0.550852937126,-1.954412,0.000801781377486,-2.353913,8.37092367914e-06,50S ribosomal protein L9,K02939,"[('PATH:ko03010', ('Genetic Information Processing', 'Translation', 'Ribosome')), ('BR:ko03011', ('Genetic Information Processing', 'Translation', 'Ribosome'))]"
VF_2311,c1cds2330,1458.56346943,2497.89119446,3157.39833921,2371.28433437,856.464798727,4492.81319175,3421.69603063,3660.30263231,3858.27061823,562.331295407,511.338208549,1268.43303291,1112.98845144,964.253230966,399.86218579,-0.449821,0.546055799057,-1.901732,0.00385857627683,-2.351553,7.06671620805e-05,30S ribosomal protein S18,K02963,"[('PATH:ko03010', ('Genetic Information Processing', 'Translation', 'Ribosome')), ('BR:ko03011', ('Genetic Information Processing', 'Translation', 'Ribosome'))]"
VF_2312,c1cds2332,1686.41026022,2661.92450008,2919.66428142,2422.66634724,650.509198992,5255.62023235,3987.97393381,4711.01333046,4651.53583221,635.91270167,629.649047838,1594.33390887,1449.51790099,1224.5002859,520.220064589,-0.687384,0.31218169882,-1.59437,0.0151119883001,-2.281754,8.10725311418e-05,30S ribosomal protein S6,K02990,"[('PATH:ko03010', ('Genetic Information Processing', 'Translation', 'Ribosome')), ('BR:ko03011', ('Genetic Information Processing', 'Translation', 'Ribosome'))]"
VF_2313,c1cds2333,122.995029913,110.575580631,138.771097499,124.113902681,14.1310190741,137.936537889,248.168557413,239.925530091,208.676875131,61.4014117078,42.0191422534,90.1073122713,80.068596796,70.7316837736,25.3673310088,-0.549587,0.395517139852,-1.415983,0.0223182908045,-1.96557,0.000305520937247,23S rRNA %28guanosine-2%27-O-%29-methyltransferase,K03218,"[('BR:ko03009', ('Genetic Information Processing', 'Translation', 'Ribosome Biogenesis'))]"
VF_2314,c1cds2334,174.760367212,157.181536285,184.056330317,171.999411271,13.6484723267,137.531206995,459.439704752,347.78729376,314.919401836,163.451809325,156.440885483,142.939634938,156.679994957,152.020171793,7.86488432911,-0.68201,0.268843562016,-0.901873,0.166763147992,-1.583882,0.00333387845846,exoribonuclease R,K12573,"[('PATH:ko03018', ('Genetic Information Processing', 'Folding, Sorting and Degradation', 'RNA degradation'))]"
VF_2315,c1cds2335,47.322493785,35.2292311593,41.6323264552,41.3946837998,6.0501327058,57.354031386,55.9203620219,83.6092212921,65.6278715667,15.5887958298,168.414751245,49.9574871836,50.8984122165,89.7568835483,68.1213362164,-0.471077,0.352809195952,0.117099,0.868755491131,-0.353978,0.472825829936,transcriptional repressor NsrR,K13771,"[('BR:ko03000', ('Genetic Information Processing', 'Transcription', 'Transcription factors'))]"
